character_name_zh,catalog_name_zh,hoyowiki_entry_id,hoyowiki_detail_page_url,source_type,source_page_url,source_image_url,local_path,image_format,mime_type,http_content_type,width,height,file_size_bytes,sha256,has_alpha_channel,duplicate_of,status,error
兹白,兹白,9122,https://wiki.hoyolab.com/pc/genshin/entry/9122?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/9122?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/29/e06df87e9baded8458a64d1e9d9320e6_7804266727938129493.png,Characters/Illustrations/Wish/兹白_9122.png,PNG,image/png,image/png,1024,1024,1818234,19d0fef36bc890a533fddbe95631c3cd59f85c981731ecd607fcb129bc6abf1c,true,,success,
叶洛亚,叶洛亚,9123,https://wiki.hoyolab.com/pc/genshin/entry/9123?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/9123?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/01/29/ddc76c2fa098b7221c5cb7b1256cbf3b_273436282977714134.png,Characters/Illustrations/Wish/叶洛亚_9123.png,PNG,image/png,image/png,1024,1024,985728,047900c6148829eeee0c37c276b0a9f5da51a78d2865c45ad2be45ca575f4c58,true,,success,
法尔伽,法尔伽,9342,https://wiki.hoyolab.com/pc/genshin/entry/9342?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/9342?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/02/21/c93e68d267a1bd97bd1755f92f5c93b6_2548486799479682955.png,Characters/Illustrations/Wish/法尔伽_9342.png,PNG,image/png,image/png,1024,1024,1710794,901c2eb46c00e1c511b03a349364979980c17145ed1c6b07b5f84a53f279816e,true,,success,
莉奈娅,莉奈娅,10412,https://wiki.hoyolab.com/pc/genshin/entry/10412?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/10412?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/04/03/dd589a53d958c5bc672509940b7b67a9_3106717885082903311.png,Characters/Illustrations/Wish/莉奈娅_10412.png,PNG,image/png,image/png,1024,1024,1357458,931c5fe2b9cd015f7e7eac9b5205037b72cfa62564ca3d6812064393276b9759,true,,success,
尼可,尼可,10622,https://wiki.hoyolab.com/pc/genshin/entry/10622?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/10622?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/05/18/8343ee1846ead2057f566fb862d43f02_273201032140547831.png,Characters/Illustrations/Wish/尼可_10622.png,PNG,image/png,image/png,1024,1024,1815681,2f71932a1d222b6f98888a60af4a9d8be47cb50e3c3f1344f54b1f49ff5fce09,true,,success,
洛恩,洛恩,10623,https://wiki.hoyolab.com/pc/genshin/entry/10623?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/10623?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/06/05/25ed2ef64b066fab805cf6aa5d8138ad_6494417626267900669.png,Characters/Illustrations/Wish/洛恩_10623.png,PNG,image/png,image/png,1024,1024,1557276,238b79f135dd2767d020e4a4de059c4f150523cf26659f2056fea148c8d2c46c,true,,success,
布伦妮,布伦妮,10624,https://wiki.hoyolab.com/pc/genshin/entry/10624?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/10624?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/05/19/e3edfe0a8d1e10ecbf93f191d2bec3fc_9174839155180343582.png,Characters/Illustrations/Wish/布伦妮_10624.png,PNG,image/png,image/png,1024,1024,1213292,a5fb4e4c791e55713cfea79747e022d1fcf09f6e0c9bb89fa829f92f5ec39011,true,,success,
桑多涅,桑多涅,10920,https://wiki.hoyolab.com/pc/genshin/entry/10920?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/10920?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/06/29/41bc02374897b7c6ad2954652900a2e3_1401811719414893298.png,Characters/Illustrations/Wish/桑多涅_10920.png,PNG,image/png,image/png,1024,1024,1338228,383cd013aa1296cddd0ac154101440453612387c691b641d296f1b56a10ba12e,true,,success,
奥黛塔,奥黛塔,11162,https://wiki.hoyolab.com/pc/genshin/entry/11162?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/11162?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/08/07/cfd6cc5d5d9acf362e104488503cfd31_4562690656500955623.png,Characters/Illustrations/Wish/奥黛塔_11162.png,PNG,image/png,image/png,1024,1024,1686734,c59fd314e5ea98b62dffdc53a3112f1b204e64002d49f745abf945ecb0248f6d,true,,success,
阿罗夏,阿罗夏,11163,https://wiki.hoyolab.com/pc/genshin/entry/11163?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/11163?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/08/07/2b75d49aa27c8703a15af4dd1835509a_4131380968112196584.png,Characters/Illustrations/Wish/阿罗夏_11163.png,PNG,image/png,image/png,1024,1024,1156185,69a6a7d7d33e8d2c0ae8a2001dab066e9ed071a51ba5d6a8e4b864b6fb99ce2e,true,,success,
薇斯纳,薇斯纳,11661,https://wiki.hoyolab.com/pc/genshin/entry/11661?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/11661?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/09/20/4b6f6a3f23d2d75ce88ce0cbda60a353_6809385703835051693.png,Characters/Illustrations/Wish/薇斯纳_11661.png,PNG,image/png,image/png,1024,1024,1466612,4a0c0597259799355ea0195cf2c9df13dd381f4178b343031c7c2f02ec35670e,true,,success,
沃雅妮莎,沃雅妮莎,11702,https://wiki.hoyolab.com/pc/genshin/entry/11702?lang=zh-cn,hoyowiki_detail_header_cover,https://wiki.hoyolab.com/pc/genshin/entry/11702?lang=zh-cn,https://act-webstatic.hoyoverse.com/event-static-hoyowiki-admin/2026/09/21/fb01c692f4d6b85cbb89f879b6c1316a_2071150505865050994.png,Characters/Illustrations/Wish/沃雅妮莎_11702.png,PNG,image/png,image/png,1024,1024,1582095,3244b9e1dfec6b1b57d13a6734fe9539a68a1f1168aa2e223f8546613588a0a0,true,,success,
